GO:0000045	autophagosome assembly	6	HORVU3Hr1G017150,HORVU3Hr1G098020,HORVU3Hr1G098020,HORVU6Hr1G081180,HORVU6Hr1G084430,HORVU6Hr1G084430
GO:0000055	ribosomal large subunit export from nucleus	1	HORVU2Hr1G108050
GO:0000070	mitotic sister chromatid segregation	1	HORVU2Hr1G086180
GO:0000075	cell cycle checkpoint	1	HORVU4Hr1G046540
GO:0000076	DNA replication checkpoint	2	HORVU6Hr1G018060,HORVU6Hr1G018060
GO:0000077	DNA damage checkpoint	4	HORVU2Hr1G090950,HORVU2Hr1G090950,HORVU4Hr1G007370,HORVU4Hr1G046540
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	24	HORVU1Hr1G055470,HORVU1Hr1G062210,HORVU1Hr1G068160,HORVU2Hr1G030130,HORVU2Hr1G083340,HORVU2Hr1G096070,HORVU2Hr1G107830,HORVU3Hr1G031880,HORVU3Hr1G040990,HORVU3Hr1G078880,HORVU3Hr1G114440,HORVU4Hr1G011340,HORVU4Hr1G021250,HORVU4Hr1G066360,HORVU4Hr1G066360,HORVU5Hr1G018820,HORVU6Hr1G014420,HORVU6Hr1G017740,HORVU6Hr1G054180,HORVU6Hr1G061870,HORVU6Hr1G080430,HORVU6Hr1G083890,HORVU7Hr1G080980,HORVU7Hr1G121820
GO:0000082	G1/S transition of mitotic cell cycle	1	HORVU7Hr1G055440
GO:0000085	mitotic G2 phase	44	HORVU0Hr1G021200,HORVU1Hr1G019600,HORVU1Hr1G021230,HORVU1Hr1G021230,HORVU1Hr1G034070,HORVU1Hr1G043110,HORVU1Hr1G048620,HORVU1Hr1G059960,HORVU1Hr1G064630,HORVU1Hr1G067200,HORVU2Hr1G032910,HORVU2Hr1G053480,HORVU2Hr1G064130,HORVU2Hr1G068360,HORVU2Hr1G074780,HORVU2Hr1G112000,HORVU2Hr1G112000,HORVU3Hr1G001430,HORVU3Hr1G039980,HORVU3Hr1G063220,HORVU3Hr1G069620,HORVU3Hr1G071090,HORVU3Hr1G081060,HORVU3Hr1G081060,HORVU3Hr1G089540,HORVU3Hr1G096250,HORVU4Hr1G040660,HORVU4Hr1G078020,HORVU5Hr1G013250,HORVU5Hr1G109220,HORVU6Hr1G014750,HORVU6Hr1G038010,HORVU6Hr1G053970,HORVU6Hr1G054340,HORVU6Hr1G054340,HORVU6Hr1G062930,HORVU6Hr1G078440,HORVU7Hr1G002880,HORVU7Hr1G044070,HORVU7Hr1G058730,HORVU7Hr1G058730,HORVU7Hr1G075150,HORVU7Hr1G075150,HORVU7Hr1G109190
GO:0000096	sulfur amino acid metabolic process	17	HORVU1Hr1G016480,HORVU1Hr1G050970,HORVU2Hr1G035220,HORVU2Hr1G068610,HORVU2Hr1G079820,HORVU3Hr1G000390,HORVU3Hr1G000390,HORVU3Hr1G014780,HORVU3Hr1G094820,HORVU4Hr1G040550,HORVU4Hr1G052000,HORVU4Hr1G052000,HORVU4Hr1G063870,HORVU6Hr1G025730,HORVU6Hr1G025730,HORVU6Hr1G025730,HORVU6Hr1G054940
GO:0000103	sulfate assimilation	10	HORVU0Hr1G003890,HORVU0Hr1G003890,HORVU0Hr1G003890,HORVU0Hr1G003890,HORVU2Hr1G005060,HORVU3Hr1G093350,HORVU3Hr1G093350,HORVU4Hr1G070220,HORVU5Hr1G094300,HORVU5Hr1G107210
GO:0000105	histidine biosynthetic process	11	HORVU2Hr1G072220,HORVU2Hr1G072220,HORVU2Hr1G104280,HORVU3Hr1G016160,HORVU3Hr1G016160,HORVU3Hr1G036430,HORVU3Hr1G039130,HORVU3Hr1G039130,HORVU4Hr1G062310,HORVU4Hr1G081220,HORVU6Hr1G069390
GO:0000122	negative regulation of transcription from RNA polymerase II promoter	1	HORVU2Hr1G048520
GO:0000154	rRNA modification	4	HORVU2Hr1G047490,HORVU6Hr1G012160,HORVU7Hr1G083220,HORVU7Hr1G083220
GO:0000160	phosphorelay signal transduction system	41	HORVU0Hr1G001750,HORVU1Hr1G022550,HORVU1Hr1G027980,HORVU2Hr1G077000,HORVU2Hr1G077000,HORVU2Hr1G120490,HORVU3Hr1G070880,HORVU3Hr1G094870,HORVU3Hr1G094870,HORVU3Hr1G108540,HORVU4Hr1G001720,HORVU4Hr1G001720,HORVU4Hr1G006260,HORVU4Hr1G006260,HORVU4Hr1G008610,HORVU4Hr1G053400,HORVU4Hr1G057550,HORVU4Hr1G066480,HORVU4Hr1G066480,HORVU5Hr1G043090,HORVU5Hr1G043090,HORVU5Hr1G049160,HORVU5Hr1G049160,HORVU5Hr1G081620,HORVU5Hr1G081620,HORVU5Hr1G094150,HORVU5Hr1G109070,HORVU6Hr1G028680,HORVU6Hr1G057630,HORVU6Hr1G059200,HORVU6Hr1G071860,HORVU6Hr1G077070,HORVU6Hr1G077070,HORVU6Hr1G087540,HORVU6Hr1G091700,HORVU6Hr1G091700,HORVU6Hr1G091700,HORVU7Hr1G030040,HORVU7Hr1G030050,HORVU7Hr1G030050,HORVU7Hr1G111360
GO:0000162	tryptophan biosynthetic process	13	HORVU1Hr1G093480,HORVU3Hr1G003410,HORVU3Hr1G074220,HORVU3Hr1G074220,HORVU4Hr1G061120,HORVU4Hr1G061120,HORVU4Hr1G083210,HORVU5Hr1G106100,HORVU5Hr1G115160,HORVU6Hr1G016810,HORVU7Hr1G073460,HORVU7Hr1G092800,HORVU7Hr1G092800
GO:0000165	MAPK cascade	48	HORVU1Hr1G018740,HORVU1Hr1G035440,HORVU1Hr1G049500,HORVU1Hr1G085480,HORVU1Hr1G090940,HORVU2Hr1G028230,HORVU2Hr1G041610,HORVU2Hr1G089020,HORVU3Hr1G042770,HORVU3Hr1G042770,HORVU3Hr1G056200,HORVU3Hr1G060390,HORVU3Hr1G085270,HORVU3Hr1G085270,HORVU3Hr1G085270,HORVU3Hr1G094820,HORVU4Hr1G003110,HORVU4Hr1G006660,HORVU4Hr1G022720,HORVU4Hr1G022720,HORVU4Hr1G043530,HORVU4Hr1G052270,HORVU4Hr1G054630,HORVU4Hr1G057200,HORVU4Hr1G057200,HORVU4Hr1G058970,HORVU4Hr1G061550,HORVU4Hr1G073290,HORVU4Hr1G079950,HORVU5Hr1G065890,HORVU5Hr1G069130,HORVU5Hr1G125290,HORVU5Hr1G125290,HORVU6Hr1G021480,HORVU6Hr1G034250,HORVU6Hr1G054940,HORVU6Hr1G075280,HORVU7Hr1G021350,HORVU7Hr1G023760,HORVU7Hr1G031720,HORVU7Hr1G062930,HORVU7Hr1G070970,HORVU7Hr1G082510,HORVU7Hr1G082510,HORVU7Hr1G093580,HORVU7Hr1G095810,HORVU7Hr1G097740,HORVU7Hr1G107590
GO:0000169	activation of MAPK activity involved in osmosensory signaling pathway	3	HORVU4Hr1G057200,HORVU4Hr1G057200,HORVU4Hr1G057200
GO:0000184	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	7	HORVU1Hr1G050300,HORVU2Hr1G055380,HORVU2Hr1G076830,HORVU2Hr1G076830,HORVU2Hr1G085730,HORVU2Hr1G085730,HORVU5Hr1G050800
GO:0000186	activation of MAPKK activity	5	HORVU1Hr1G035440,HORVU1Hr1G035440,HORVU4Hr1G006660,HORVU4Hr1G061550,HORVU4Hr1G073290
GO:0000187	activation of MAPK activity	6	HORVU4Hr1G079950,HORVU5Hr1G125290,HORVU5Hr1G125290,HORVU7Hr1G021350,HORVU7Hr1G021350,HORVU7Hr1G031720
GO:0000188	inactivation of MAPK activity	16	HORVU1Hr1G065070,HORVU2Hr1G088400,HORVU3Hr1G030420,HORVU3Hr1G030420,HORVU3Hr1G084350,HORVU3Hr1G084350,HORVU3Hr1G084350,HORVU4Hr1G025120,HORVU4Hr1G025120,HORVU4Hr1G025120,HORVU5Hr1G044540,HORVU6Hr1G071120,HORVU7Hr1G022560,HORVU7Hr1G045710,HORVU7Hr1G045710,HORVU7Hr1G117420
GO:0000209	protein polyubiquitination	2	HORVU5Hr1G103580,HORVU5Hr1G103580
GO:0000212	meiotic spindle organization	2	HORVU7Hr1G058180,HORVU7Hr1G058180
GO:0000226	microtubule cytoskeleton organization	79	HORVU0Hr1G007690,HORVU1Hr1G005980,HORVU1Hr1G021190,HORVU1Hr1G021190,HORVU1Hr1G021930,HORVU1Hr1G021930,HORVU1Hr1G022100,HORVU1Hr1G049460,HORVU1Hr1G053090,HORVU1Hr1G056220,HORVU1Hr1G063330,HORVU1Hr1G067200,HORVU1Hr1G072820,HORVU2Hr1G015930,HORVU2Hr1G041760,HORVU2Hr1G048010,HORVU2Hr1G086820,HORVU2Hr1G095490,HORVU2Hr1G100330,HORVU3Hr1G046970,HORVU3Hr1G047530,HORVU3Hr1G061240,HORVU3Hr1G063300,HORVU3Hr1G063300,HORVU3Hr1G063300,HORVU3Hr1G063620,HORVU3Hr1G063620,HORVU3Hr1G096250,HORVU3Hr1G107700,HORVU4Hr1G006710,HORVU4Hr1G011180,HORVU4Hr1G031480,HORVU4Hr1G042800,HORVU4Hr1G051250,HORVU4Hr1G064580,HORVU4Hr1G064580,HORVU4Hr1G064580,HORVU4Hr1G069060,HORVU4Hr1G078840,HORVU4Hr1G079880,HORVU4Hr1G079880,HORVU4Hr1G083270,HORVU4Hr1G083270,HORVU4Hr1G084290,HORVU4Hr1G088880,HORVU5Hr1G004340,HORVU5Hr1G008670,HORVU5Hr1G020580,HORVU5Hr1G023640,HORVU5Hr1G049020,HORVU5Hr1G049020,HORVU5Hr1G067480,HORVU5Hr1G067480,HORVU5Hr1G067480,HORVU5Hr1G084030,HORVU5Hr1G093260,HORVU5Hr1G094610,HORVU5Hr1G095250,HORVU6Hr1G000660,HORVU6Hr1G012690,HORVU6Hr1G012690,HORVU6Hr1G018600,HORVU6Hr1G020090,HORVU6Hr1G034110,HORVU6Hr1G066710,HORVU6Hr1G070900,HORVU6Hr1G089000,HORVU6Hr1G095230,HORVU6Hr1G095230,HORVU7Hr1G000860,HORVU7Hr1G010620,HORVU7Hr1G045770,HORVU7Hr1G045770,HORVU7Hr1G045770,HORVU7Hr1G052270,HORVU7Hr1G054130,HORVU7Hr1G085240,HORVU7Hr1G094860,HORVU7Hr1G094860
GO:0000256	allantoin catabolic process	5	HORVU2Hr1G050450,HORVU2Hr1G050450,HORVU2Hr1G118740,HORVU5Hr1G014980,HORVU5Hr1G014980
GO:0000266	mitochondrial fission	4	HORVU2Hr1G068810,HORVU2Hr1G068810,HORVU2Hr1G073260,HORVU4Hr1G074140
GO:0000271	polysaccharide biosynthetic process	17	HORVU0Hr1G005860,HORVU2Hr1G022350,HORVU2Hr1G022350,HORVU3Hr1G068000,HORVU3Hr1G068000,HORVU3Hr1G068000,HORVU4Hr1G019930,HORVU4Hr1G054910,HORVU4Hr1G054910,HORVU4Hr1G054910,HORVU5Hr1G023640,HORVU5Hr1G085510,HORVU5Hr1G095460,HORVU5Hr1G095460,HORVU6Hr1G015480,HORVU7Hr1G081850,HORVU7Hr1G120030
GO:0000272	polysaccharide catabolic process	42	HORVU0Hr1G023830,HORVU1Hr1G015550,HORVU1Hr1G017670,HORVU1Hr1G019520,HORVU1Hr1G038920,HORVU1Hr1G052430,HORVU1Hr1G055140,HORVU1Hr1G062030,HORVU1Hr1G079980,HORVU1Hr1G085830,HORVU2Hr1G020970,HORVU2Hr1G021700,HORVU2Hr1G043920,HORVU2Hr1G077130,HORVU2Hr1G085270,HORVU2Hr1G085800,HORVU2Hr1G120100,HORVU3Hr1G029470,HORVU3Hr1G032160,HORVU3Hr1G064470,HORVU4Hr1G000520,HORVU4Hr1G011160,HORVU4Hr1G011420,HORVU4Hr1G051220,HORVU4Hr1G063870,HORVU4Hr1G084390,HORVU4Hr1G089510,HORVU5Hr1G052830,HORVU5Hr1G070160,HORVU5Hr1G070160,HORVU5Hr1G081200,HORVU5Hr1G082460,HORVU5Hr1G082460,HORVU6Hr1G022270,HORVU6Hr1G073570,HORVU6Hr1G077010,HORVU6Hr1G081500,HORVU7Hr1G008070,HORVU7Hr1G041610,HORVU7Hr1G075970,HORVU7Hr1G091570,HORVU7Hr1G120030
GO:0000278	mitotic cell cycle	69	HORVU0Hr1G003280,HORVU0Hr1G003380,HORVU0Hr1G008880,HORVU1Hr1G005980,HORVU1Hr1G010800,HORVU1Hr1G021230,HORVU1Hr1G021230,HORVU1Hr1G021930,HORVU1Hr1G021930,HORVU1Hr1G044890,HORVU1Hr1G051380,HORVU1Hr1G053090,HORVU1Hr1G067200,HORVU1Hr1G070440,HORVU1Hr1G072820,HORVU2Hr1G002050,HORVU2Hr1G015930,HORVU2Hr1G059170,HORVU2Hr1G063340,HORVU2Hr1G064130,HORVU2Hr1G087660,HORVU3Hr1G013370,HORVU3Hr1G025640,HORVU3Hr1G025640,HORVU3Hr1G026230,HORVU3Hr1G057390,HORVU4Hr1G002880,HORVU4Hr1G011340,HORVU4Hr1G031480,HORVU4Hr1G056060,HORVU4Hr1G064670,HORVU4Hr1G070170,HORVU4Hr1G079310,HORVU4Hr1G079310,HORVU4Hr1G088880,HORVU5Hr1G020580,HORVU5Hr1G053310,HORVU5Hr1G053350,HORVU5Hr1G077690,HORVU5Hr1G088510,HORVU5Hr1G094360,HORVU5Hr1G094840,HORVU5Hr1G095250,HORVU5Hr1G096870,HORVU5Hr1G103580,HORVU5Hr1G108630,HORVU5Hr1G109220,HORVU6Hr1G013680,HORVU6Hr1G018060,HORVU6Hr1G019280,HORVU6Hr1G027050,HORVU6Hr1G054340,HORVU6Hr1G054340,HORVU6Hr1G062930,HORVU6Hr1G079730,HORVU7Hr1G002880,HORVU7Hr1G008720,HORVU7Hr1G034160,HORVU7Hr1G034160,HORVU7Hr1G047420,HORVU7Hr1G048110,HORVU7Hr1G056570,HORVU7Hr1G058730,HORVU7Hr1G058730,HORVU7Hr1G066300,HORVU7Hr1G075150,HORVU7Hr1G075150,HORVU7Hr1G080980,HORVU7Hr1G106340
GO:0000280	nuclear division	18	HORVU1Hr1G053090,HORVU2Hr1G015930,HORVU2Hr1G048010,HORVU2Hr1G118670,HORVU2Hr1G118670,HORVU2Hr1G118670,HORVU3Hr1G047230,HORVU3Hr1G063620,HORVU3Hr1G063620,HORVU3Hr1G071340,HORVU4Hr1G056730,HORVU4Hr1G064670,HORVU5Hr1G079500,HORVU6Hr1G018060,HORVU6Hr1G079730,HORVU7Hr1G029120,HORVU7Hr1G052270,HORVU7Hr1G071390
GO:0000281	mitotic cytokinesis	1	HORVU5Hr1G018050
GO:0000289	nuclear-transcribed mRNA poly(A) tail shortening	2	HORVU2Hr1G123480,HORVU2Hr1G123480
GO:0000302	response to reactive oxygen species	26	HORVU0Hr1G020420,HORVU1Hr1G049690,HORVU1Hr1G049690,HORVU1Hr1G049690,HORVU2Hr1G049760,HORVU3Hr1G003150,HORVU3Hr1G038610,HORVU3Hr1G038610,HORVU3Hr1G079620,HORVU3Hr1G092650,HORVU4Hr1G023100,HORVU4Hr1G041320,HORVU4Hr1G041320,HORVU4Hr1G057210,HORVU4Hr1G080640,HORVU5Hr1G061960,HORVU6Hr1G036020,HORVU6Hr1G050160,HORVU6Hr1G050160,HORVU6Hr1G069370,HORVU7Hr1G007610,HORVU7Hr1G007610,HORVU7Hr1G008110,HORVU7Hr1G008110,HORVU7Hr1G023760,HORVU7Hr1G023760
GO:0000303	response to superoxide	8	HORVU3Hr1G094870,HORVU5Hr1G011690,HORVU5Hr1G059930,HORVU5Hr1G062090,HORVU5Hr1G062090,HORVU6Hr1G085720,HORVU7Hr1G008720,HORVU7Hr1G107590
GO:0000304	response to singlet oxygen	5	HORVU3Hr1G000230,HORVU3Hr1G000230,HORVU3Hr1G000230,HORVU5Hr1G053480,HORVU6Hr1G018610
GO:0000338	protein deneddylation	5	HORVU1Hr1G048620,HORVU2Hr1G074780,HORVU2Hr1G112000,HORVU2Hr1G112000,HORVU2Hr1G112000
GO:0000372	Group I intron splicing	1	HORVU2Hr1G081140
GO:0000373	Group II intron splicing	14	HORVU0Hr1G006680,HORVU0Hr1G006680,HORVU2Hr1G081140,HORVU2Hr1G098720,HORVU2Hr1G098720,HORVU3Hr1G019770,HORVU3Hr1G041900,HORVU3Hr1G041900,HORVU5Hr1G103490,HORVU5Hr1G103490,HORVU6Hr1G068490,HORVU6Hr1G068490,HORVU7Hr1G052190,HORVU7Hr1G052190
GO:0000380	alternative mRNA splicing, via spliceosome	1	HORVU5Hr1G002150
GO:0000381	regulation of alternative mRNA splicing, via spliceosome	1	HORVU3Hr1G055000
GO:0000387	spliceosomal snRNP assembly	3	HORVU6Hr1G028190,HORVU6Hr1G045250,HORVU6Hr1G088840
GO:0000394	RNA splicing, via endonucleolytic cleavage and ligation	43	HORVU0Hr1G017510,HORVU0Hr1G019770,HORVU0Hr1G040320,HORVU1Hr1G020340,HORVU1Hr1G024140,HORVU1Hr1G046620,HORVU1Hr1G061810,HORVU2Hr1G016040,HORVU2Hr1G077150,HORVU2Hr1G088140,HORVU2Hr1G099250,HORVU2Hr1G109850,HORVU2Hr1G118770,HORVU3Hr1G018880,HORVU3Hr1G039400,HORVU3Hr1G084430,HORVU3Hr1G085840,HORVU3Hr1G110430,HORVU4Hr1G011340,HORVU4Hr1G016410,HORVU4Hr1G016410,HORVU4Hr1G016410,HORVU4Hr1G027210,HORVU4Hr1G042450,HORVU4Hr1G042450,HORVU4Hr1G049090,HORVU4Hr1G075390,HORVU4Hr1G077840,HORVU4Hr1G082730,HORVU5Hr1G014980,HORVU5Hr1G014980,HORVU5Hr1G063400,HORVU5Hr1G073610,HORVU6Hr1G013200,HORVU6Hr1G014490,HORVU6Hr1G025290,HORVU6Hr1G045970,HORVU6Hr1G048290,HORVU6Hr1G056260,HORVU6Hr1G056260,HORVU6Hr1G077340,HORVU7Hr1G051070,HORVU7Hr1G089550
GO:0000395	mRNA 5'-splice site recognition	1	HORVU6Hr1G045250
GO:0000398	mRNA splicing, via spliceosome	45	HORVU1Hr1G020620,HORVU1Hr1G020620,HORVU1Hr1G067290,HORVU2Hr1G019660,HORVU2Hr1G064130,HORVU2Hr1G092960,HORVU3Hr1G042330,HORVU3Hr1G073800,HORVU3Hr1G085770,HORVU3Hr1G089330,HORVU3Hr1G110370,HORVU3Hr1G110470,HORVU4Hr1G035890,HORVU4Hr1G044670,HORVU4Hr1G045510,HORVU4Hr1G055040,HORVU4Hr1G057110,HORVU5Hr1G011630,HORVU5Hr1G025890,HORVU5Hr1G051300,HORVU5Hr1G058160,HORVU5Hr1G077690,HORVU5Hr1G078170,HORVU5Hr1G078170,HORVU5Hr1G080550,HORVU5Hr1G085560,HORVU5Hr1G085560,HORVU5Hr1G086960,HORVU5Hr1G086960,HORVU5Hr1G122640,HORVU5Hr1G122640,HORVU5Hr1G123690,HORVU6Hr1G028190,HORVU6Hr1G038620,HORVU6Hr1G045250,HORVU6Hr1G056260,HORVU6Hr1G077540,HORVU6Hr1G077540,HORVU6Hr1G078440,HORVU6Hr1G088840,HORVU7Hr1G002880,HORVU7Hr1G021340,HORVU7Hr1G056910,HORVU7Hr1G072420,HORVU7Hr1G115460
GO:0000412	histone peptidyl-prolyl isomerization	2	HORVU2Hr1G078350,HORVU6Hr1G032680
GO:0000413	protein peptidyl-prolyl isomerization	53	HORVU1Hr1G000710,HORVU1Hr1G000710,HORVU1Hr1G072570,HORVU2Hr1G001350,HORVU2Hr1G007980,HORVU2Hr1G039880,HORVU2Hr1G039880,HORVU2Hr1G049560,HORVU2Hr1G049560,HORVU2Hr1G054460,HORVU2Hr1G055640,HORVU2Hr1G056230,HORVU2Hr1G067750,HORVU3Hr1G000900,HORVU3Hr1G050400,HORVU3Hr1G093290,HORVU4Hr1G000910,HORVU4Hr1G031870,HORVU4Hr1G031870,HORVU4Hr1G042800,HORVU4Hr1G068490,HORVU4Hr1G090150,HORVU5Hr1G041060,HORVU5Hr1G049560,HORVU5Hr1G066330,HORVU5Hr1G066330,HORVU5Hr1G066330,HORVU5Hr1G075490,HORVU5Hr1G111410,HORVU6Hr1G012570,HORVU6Hr1G028020,HORVU6Hr1G030430,HORVU6Hr1G075080,HORVU6Hr1G075080,HORVU6Hr1G077340,HORVU7Hr1G012940,HORVU7Hr1G036160,HORVU7Hr1G045680,HORVU7Hr1G053170,HORVU7Hr1G056240,HORVU7Hr1G056240,HORVU7Hr1G058730,HORVU7Hr1G058730,HORVU7Hr1G059320,HORVU7Hr1G062930,HORVU7Hr1G086520,HORVU7Hr1G095720,HORVU7Hr1G095720,HORVU7Hr1G097250,HORVU7Hr1G097250,HORVU7Hr1G097250,HORVU7Hr1G107520,HORVU7Hr1G109380
GO:0000447	endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	2	HORVU2Hr1G019960,HORVU2Hr1G030880
GO:0000461	endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	2	HORVU2Hr1G019960,HORVU2Hr1G030880
GO:0000462	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	1	HORVU2Hr1G067370
GO:0000469	cleavage involved in rRNA processing	2	HORVU6Hr1G007020,HORVU6Hr1G007020
GO:0000478	endonucleolytic cleavage involved in rRNA processing	6	HORVU2Hr1G033510,HORVU2Hr1G104900,HORVU4Hr1G054880,HORVU6Hr1G014750,HORVU7Hr1G071450,HORVU7Hr1G072710
GO:0000488	maturation of LSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 4.5S-rRNA, 5S-rRNA)	2	HORVU4Hr1G072220,HORVU4Hr1G072220
GO:0000489	maturation of SSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 4.5S-rRNA, 5S-rRNA)	2	HORVU4Hr1G072220,HORVU4Hr1G072220
GO:0000491	small nucleolar ribonucleoprotein complex assembly	2	HORVU3Hr1G079780,HORVU3Hr1G079780
GO:0000578	embryonic axis specification	5	HORVU1Hr1G050580,HORVU7Hr1G115800,HORVU7Hr1G115800,HORVU7Hr1G115800,HORVU7Hr1G115800
GO:0000706	meiotic DNA double-strand break processing	2	HORVU3Hr1G023060,HORVU3Hr1G023060
GO:0000710	meiotic mismatch repair	2	HORVU2Hr1G085940,HORVU2Hr1G087660
GO:0000712	resolution of meiotic recombination intermediates	8	HORVU3Hr1G090150,HORVU4Hr1G019470,HORVU4Hr1G019470,HORVU4Hr1G074180,HORVU6Hr1G067930,HORVU7Hr1G091790,HORVU7Hr1G091790,HORVU7Hr1G091790
GO:0000719	photoreactive repair	6	HORVU1Hr1G080590,HORVU1Hr1G080590,HORVU7Hr1G039880,HORVU7Hr1G039880,HORVU7Hr1G055930,HORVU7Hr1G055930
GO:0000723	telomere maintenance	7	HORVU5Hr1G020580,HORVU5Hr1G020580,HORVU5Hr1G059040,HORVU5Hr1G124070,HORVU7Hr1G027960,HORVU7Hr1G043370,HORVU7Hr1G043370
